plot_name,plot_type,x,y
plot_11.png,stairs,[0 1 2 3 4 5],[0.38509773 0.85113667 0.31692201 0.16949275 0.55680126]
plot_12.png,stairs,[0 1 2 3 4 5],[0.84421314 0.93001683 0.07041613 0.20891872 0.67114352]
plot_13.png,stem,[0 1 2 3 4],[2 1 8 1 9]
plot_14.png,stem,[ 0  1  2  3  4  5  6  7  8  9 10 11 12 13],[6 7 7 3 2 9 8 7 9 4 4 1 8 3]
plot_15.png,bar,"[ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
 24 25]",[2 2 7 6 3 9 6 6 1 4 6 6 5 1 8 5 5 7 4 6 4 3 7 8 4 2]
plot_16.png,plot,"[ 0.          1.44444444  2.88888889  4.33333333  5.77777778  7.22222222
  8.66666667 10.11111111 11.55555556 13.         14.44444444 15.88888889
 17.33333333 18.77777778 20.22222222 21.66666667 23.11111111 24.55555556
 26.         27.44444444 28.88888889 30.33333333 31.77777778 33.22222222
 34.66666667 36.11111111 37.55555556 39.        ]","[63 19 92 58 55 90 90 62 23  9 12  1 58  1 34 96 48 89  1 16 61 64 63 69
 22 93 67 76]"
plot_17.png,stairs,[0 1 2 3 4 5],[0.56603721 0.15864645 0.12016465 0.34187967 0.09179907]
plot_18.png,bar,[ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19],[4 5 5 7 4 1 5 7 6 5 4 2 4 3 1 8 5 4 8 7]
plot_19.png,scatter,"[ 0.     0.275  0.55   0.825  1.1    1.375  1.65   1.925  2.2    2.475
  2.75   3.025  3.3    3.575  3.85   4.125  4.4    4.675  4.95   5.225
  5.5    5.775  6.05   6.325  6.6    6.875  7.15   7.425  7.7    7.975
  8.25   8.525  8.8    9.075  9.35   9.625  9.9   10.175 10.45  10.725
 11.   ]","[0.94023024 0.57547418 0.38816993 0.64328822 0.45825289 0.54561679
 0.94146481 0.38610264 0.96119056 0.90535064 0.19579113 0.0693613
 0.100778   0.01822183 0.09444296 0.68300677 0.07118865 0.31897563
 0.84487531 0.02327194 0.81446848 0.28185477 0.11816483 0.69673717
 0.62894285 0.87747201 0.73507104 0.80348093 0.28203457 0.17743954
 0.75061475 0.80683474 0.99050514 0.41261768 0.37201809 0.77641296
 0.34080354 0.93075733 0.85841275 0.42899403 0.75087107]"
plot_20.png,plot,"[ 0.          0.79069767  1.58139535  2.37209302  3.1627907   3.95348837
  4.74418605  5.53488372  6.3255814   7.11627907  7.90697674  8.69767442
  9.48837209 10.27906977 11.06976744 11.86046512 12.65116279 13.44186047
 14.23255814 15.02325581 15.81395349 16.60465116 17.39534884 18.18604651
 18.97674419 19.76744186 20.55813953 21.34883721 22.13953488 22.93023256
 23.72093023 24.51162791 25.30232558 26.09302326 26.88372093 27.6744186
 28.46511628 29.25581395 30.04651163 30.8372093  31.62790698 32.41860465
 33.20930233 34.        ]","[30 17 62 84 89 86 13 59 19 49 12 61 19 76  9 71 28 78 95 52 83 16 69 99
 12 25 52 85 53 23 16 57 39 53 42 58 39 14 95  5 35 87 93 75]"
plot_21.png,plot,"[ 0.    1.35  2.7   4.05  5.4   6.75  8.1   9.45 10.8  12.15 13.5  14.85
 16.2  17.55 18.9  20.25 21.6  22.95 24.3  25.65 27.  ]",[74 58 17  7 46 13 40 42  9 50 27 66  5 29 37 38 83  8 65 86 17]
plot_22.png,stack_plot,"[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24
 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48
 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69]","[[ 1  4  4  2  4  3  3  1  4  2  3  3  2  2  3  3  2  3  1  1  2  4  2  2
   4  4  4  1  3  1  3  1  3  1  4  2  1  3  4  1  1  4  1  2  1  2  2  4
   1  4  1  1  3  1  4  2  1  3  4  1  4  3  3  4  1  2  3  1  1]
 [ 4  6  6  2  2  4  4  6  8  6  2  6  8  4  8  8  8  4  8  8  8  2  8  4
   8  8  4  8  4  8  4  8  8  2  2  8  8  6  4  6  2  2  2  2  8  2  8  8
   2  2  4  6  2  4  4  6  8  2  6  2  4  4  8  4  4  6  2  2  6]
 [16  4  8  4  8 16 12  4 12  4  8 12  4  8 12 12  4  4  4  8  4 12 12  4
   4 16 12  8 16  4  4 12  4  8 12  4 12  4  4  4  8  8 12  4  4  8  4  8
   4 12  4  4 16  8  4  4 16 16  8 16 12 16 12  8  8  8  8  8 12]]"
plot_23.png,plot,"[ 0.          2.33333333  4.66666667  7.          9.33333333 11.66666667
 14.         16.33333333 18.66666667 21.        ]","[ 0.         -0.78314285 -0.97398199 -0.42818267  0.44145818  0.97721701
  0.77389068 -0.01474179 -0.79222481 -0.97053528]"
plot_24.png,stack_plot,"[ 1  3  5  7  9 11 13 15 17 19 21 23 25 27 29 31 33 35 37 39 41 43 45 47
 49 51 53 55 57 59 61 63 65 67 69 71 73 75 77 79 81 83 85 87 89 91]","[[ 3  1  1  4  3  3  3  3  1  1  2  2  3  3  3  2  4  4  2  2  2  2  2  2
   3  3  3  3  2  4  1  2  1  4  3  4  2  3  2  3  1  1  1  4  2  4]
 [ 2  4  2  8  8  8  2  4  4  2  4  2  4  6  6  8  6  6  6  2  6  6  8  6
   6  4  8  8  8  8  8  8  2  6  8  6  6  2  8  4  2  4  6  6  2  2]
 [ 8 16  8  4  8  4  8  4  4  4 16  8  8  8  4  8  8  4 12  4  8  4 12  4
   8 12 16  8 12 12 16  4  4  8 16  4 16  4 12  4 16 12 12 12 16  8]]"
plot_25.png,stem,[ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16],[7 8 2 8 3 7 3 7 2 6 3 3 9 7 5 7 9]
plot_26.png,stack_plot,[ 1  4  7 10 13],"[[ 2  2  2  4  1]
 [ 2  2  8  2  8]
 [ 8 12  4  4  8]]"
plot_27.png,stairs,[0 1 2 3 4 5],[0.08692029 0.53710654 0.58684112 0.74543947 0.43165955]
plot_28.png,bar,[ 0  1  2  3  4  5  6  7  8  9 10 11 12],[9 5 6 4 2 8 6 5 9 1 5 6 5]
plot_29.png,scatter,"[ 0.          1.01282051  2.02564103  3.03846154  4.05128205  5.06410256
  6.07692308  7.08974359  8.1025641   9.11538462 10.12820513 11.14102564
 12.15384615 13.16666667 14.17948718 15.19230769 16.20512821 17.21794872
 18.23076923 19.24358974 20.25641026 21.26923077 22.28205128 23.29487179
 24.30769231 25.32051282 26.33333333 27.34615385 28.35897436 29.37179487
 30.38461538 31.3974359  32.41025641 33.42307692 34.43589744 35.44871795
 36.46153846 37.47435897 38.48717949 39.5        40.51282051 41.52564103
 42.53846154 43.55128205 44.56410256 45.57692308 46.58974359 47.6025641
 48.61538462 49.62820513 50.64102564 51.65384615 52.66666667 53.67948718
 54.69230769 55.70512821 56.71794872 57.73076923 58.74358974 59.75641026
 60.76923077 61.78205128 62.79487179 63.80769231 64.82051282 65.83333333
 66.84615385 67.85897436 68.87179487 69.88461538 70.8974359  71.91025641
 72.92307692 73.93589744 74.94871795 75.96153846 76.97435897 77.98717949
 79.        ]","[0.24595773 0.16068137 0.18656702 0.28509517 0.1733736  0.89676542
 0.08023375 0.52451139 0.41039683 0.98237862 0.1120389  0.3978556
 0.96947043 0.86550713 0.81707207 0.25790283 0.17088759 0.66864322
 0.92937599 0.55676289 0.57161269 0.27997909 0.76949293 0.18704375
 0.32367924 0.42543644 0.50761038 0.24240973 0.11483682 0.61062004
 0.28863055 0.58123822 0.15436272 0.4811401  0.53258943 0.05182354
 0.33660428 0.13441468 0.06337497 0.98996023 0.32235384 0.80987445
 0.25464065 0.68150272 0.76022786 0.59563874 0.47157619 0.41184091
 0.34886827 0.92952914 0.83061941 0.96502691 0.12429722 0.73086748
 0.93834046 0.18123307 0.06649627 0.74112065 0.57447311 0.84182878
 0.13977238 0.79526731 0.20162732 0.16365594 0.1642658  0.81457472
 0.66519722 0.52306542 0.35883048 0.87720054 0.39244511 0.81659944
 0.43913491 0.37694443 0.46267979 0.30137787 0.74760938 0.50272039
 0.2322127 ]"
plot_30.png,plot,[ 0.   4.2  8.4 12.6 16.8 21.  25.2 29.4 33.6 37.8 42. ],[51 39 51 70  6 67  7 51 72 42 64]
plot_31.png,bar,[ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22],[1 4 7 4 6 9 1 5 7 1 4 6 2 5 1 6 6 4 8 4 8 8 5]
plot_32.png,scatter,"[ 0.          0.69090909  1.38181818  2.07272727  2.76363636  3.45454545
  4.14545455  4.83636364  5.52727273  6.21818182  6.90909091  7.6
  8.29090909  8.98181818  9.67272727 10.36363636 11.05454545 11.74545455
 12.43636364 13.12727273 13.81818182 14.50909091 15.2        15.89090909
 16.58181818 17.27272727 17.96363636 18.65454545 19.34545455 20.03636364
 20.72727273 21.41818182 22.10909091 22.8        23.49090909 24.18181818
 24.87272727 25.56363636 26.25454545 26.94545455 27.63636364 28.32727273
 29.01818182 29.70909091 30.4        31.09090909 31.78181818 32.47272727
 33.16363636 33.85454545 34.54545455 35.23636364 35.92727273 36.61818182
 37.30909091 38.        ]","[0.40895518 0.77188198 0.01220307 0.5984427  0.56550835 0.71617907
 0.59902936 0.82679883 0.95907479 0.34252426 0.22735098 0.42359686
 0.28792962 0.61495026 0.91185241 0.13911619 0.1007946  0.25601553
 0.72609559 0.59296291 0.10221266 0.91875052 0.79008464 0.0230226
 0.65136721 0.77124667 0.37443537 0.06892154 0.07732107 0.10424697
 0.84043963 0.9106862  0.12281078 0.23590603 0.16552051 0.18632088
 0.83749079 0.33214641 0.31144426 0.22739562 0.60789439 0.3793057
 0.74424965 0.20557981 0.78778989 0.60372153 0.1142673  0.41450458
 0.86351814 0.92296023 0.46570012 0.48083698 0.91845472 0.58706822
 0.03284667 0.91274946]"
plot_33.png,stem,"[ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
 24]",[8 9 7 4 6 5 8 1 1 6 2 5 1 7 1 4 9 1 4 6 6 8 1 7 1]
plot_34.png,stem,[ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15],[7 3 8 3 1 8 3 2 1 3 2 2 6 1 2 6]
plot_35.png,bar,[ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21],[4 1 8 7 7 3 3 2 1 7 7 2 7 8 1 9 7 3 8 7 8 6]
plot_36.png,bar,"[ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
 24 25 26 27]",[5 3 3 1 8 2 3 8 8 4 4 5 6 5 7 2 7 7 1 7 5 3 3 4 2 2 1 5]
plot_37.png,scatter,"[ 0.          1.52631579  3.05263158  4.57894737  6.10526316  7.63157895
  9.15789474 10.68421053 12.21052632 13.73684211 15.26315789 16.78947368
 18.31578947 19.84210526 21.36842105 22.89473684 24.42105263 25.94736842
 27.47368421 29.        ]","[0.25942343 0.37969241 0.59029494 0.26806364 0.62414891 0.40941165
 0.55204718 0.43612653 0.29446576 0.94845331 0.76360579 0.14011318
 0.86846798 0.4874312  0.89455223 0.79985526 0.4252135  0.02246931
 0.26867736 0.54163421]"
plot_38.png,stairs,[0 1 2 3 4 5],[0.63347822 0.25788769 0.13935607 0.83493024 0.98440218]
plot_39.png,stairs,[0 1 2 3 4 5],[0.9005723  0.69122186 0.68318386 0.82258388 0.52966168]
plot_40.png,stack_plot,"[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24
 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48
 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72
 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96
 97 98]","[[ 2  2  1  1  1  2  2  4  3  1  2  2  1  3  1  3  2  3  4  2  4  1  1  1
   3  2  1  1  2  1  4  2  2  2  4  2  4  2  3  1  3  1  4  3  2  1  1  3
   4  3  4  4  1  3  3  4  3  2  2  3  3  4  2  2  1  4  1  2  4  3  4  3
   3  4  3  1  2  3  1  3  2  1  2  2  1  1  1  4  1  1  1  1  3  4  2  1
   3  3]
 [ 6  4  2  8  8  6  4  4  4  8  6  2  8  6  6  2  2  2  4  2  6  2  6  8
   4  8  8  6  8  6  2  2  6  2  4  8  4  8  2  4  2  8  6  6  4  2  2  4
   6  8  4  8  6  2  6  4  2  4  4  6  4  6  2  6  2  6  8  8  4  6  6  2
   4  6  4  8  6  6  4  6  4  6  2  4  6  8  6  8  8  2  4  6  2  6  8  4
   6  6]
 [16 12 12 16  4 16  4  8  4  4  8  4 16  4  8 16  8  8 12 12  8  8  8 12
  12  4  4  8 16 16 12 12 12  8 16  4  8  4  4  8  4 16  4 16 16 16 12  4
   8  8  4 12 12 16  4  4  8  4 12  4  8 16  8  8 16  8  8  4  4 16  4  4
   8 12  4 12  4  4 16 16 16 12  8  4  4  4 12 16  8 12 16 12  8 16 12  8
   4  8]]"
plot_41.png,scatter,"[ 0.          0.43037975  0.86075949  1.29113924  1.72151899  2.15189873
  2.58227848  3.01265823  3.44303797  3.87341772  4.30379747  4.73417722
  5.16455696  5.59493671  6.02531646  6.4556962   6.88607595  7.3164557
  7.74683544  8.17721519  8.60759494  9.03797468  9.46835443  9.89873418
 10.32911392 10.75949367 11.18987342 11.62025316 12.05063291 12.48101266
 12.91139241 13.34177215 13.7721519  14.20253165 14.63291139 15.06329114
 15.49367089 15.92405063 16.35443038 16.78481013 17.21518987 17.64556962
 18.07594937 18.50632911 18.93670886 19.36708861 19.79746835 20.2278481
 20.65822785 21.08860759 21.51898734 21.94936709 22.37974684 22.81012658
 23.24050633 23.67088608 24.10126582 24.53164557 24.96202532 25.39240506
 25.82278481 26.25316456 26.6835443  27.11392405 27.5443038  27.97468354
 28.40506329 28.83544304 29.26582278 29.69620253 30.12658228 30.55696203
 30.98734177 31.41772152 31.84810127 32.27848101 32.70886076 33.13924051
 33.56962025 34.        ]","[0.99116863 0.2316717  0.94273177 0.64964665 0.60773679 0.51268851
 0.23066981 0.17652803 0.22048621 0.18643826 0.77958447 0.35012526
 0.05784268 0.96910263 0.88378588 0.92775228 0.99490782 0.17389525
 0.39624202 0.75823848 0.69602062 0.15389591 0.81583312 0.22444057
 0.22381761 0.53697442 0.59293993 0.58008621 0.09148684 0.87746086
 0.26560004 0.12951492 0.88874808 0.9556515  0.86212762 0.80951607
 0.65524198 0.55085737 0.08698676 0.40845321 0.37268852 0.25975378
 0.72342011 0.49587574 0.08104622 0.2201832  0.68325876 0.07613086
 0.85120691 0.49514653 0.48058658 0.59240778 0.82468097 0.34780921
 0.67801615 0.56573196 0.26702827 0.87862999 0.79742602 0.65845183
 0.85058173 0.8672942  0.70836298 0.83701333 0.69747146 0.68014077
 0.61861138 0.75271664 0.15860511 0.88087076 0.87184353 0.02924728
 0.82581675 0.12886987 0.33511885 0.74350826 0.1607599  0.81796702
 0.83213418 0.50746773]"
plot_42.png,scatter,"[ 0.          0.64864865  1.2972973   1.94594595  2.59459459  3.24324324
  3.89189189  4.54054054  5.18918919  5.83783784  6.48648649  7.13513514
  7.78378378  8.43243243  9.08108108  9.72972973 10.37837838 11.02702703
 11.67567568 12.32432432 12.97297297 13.62162162 14.27027027 14.91891892
 15.56756757 16.21621622 16.86486486 17.51351351 18.16216216 18.81081081
 19.45945946 20.10810811 20.75675676 21.40540541 22.05405405 22.7027027
 23.35135135 24.         24.64864865 25.2972973  25.94594595 26.59459459
 27.24324324 27.89189189 28.54054054 29.18918919 29.83783784 30.48648649
 31.13513514 31.78378378 32.43243243 33.08108108 33.72972973 34.37837838
 35.02702703 35.67567568 36.32432432 36.97297297 37.62162162 38.27027027
 38.91891892 39.56756757 40.21621622 40.86486486 41.51351351 42.16216216
 42.81081081 43.45945946 44.10810811 44.75675676 45.40540541 46.05405405
 46.7027027  47.35135135 48.        ]","[0.28703813 0.61692692 0.98118618 0.63181353 0.25980358 0.6340057
 0.53998538 0.7798454  0.10698064 0.7610279  0.54126658 0.962992
 0.34187217 0.63262189 0.93202811 0.10250973 0.93722849 0.68788572
 0.06783706 0.30096357 0.70817209 0.0673506  0.58217046 0.34588306
 0.62091552 0.04574203 0.87153681 0.97348897 0.96887786 0.74965183
 0.13008624 0.7582632  0.02458692 0.02212355 0.32361022 0.48864319
 0.77040742 0.68329538 0.44590271 0.27362667 0.9971245  0.4261813
 0.45138702 0.16362382 0.79480955 0.69368223 0.22076961 0.08238105
 0.6804993  0.65451121 0.27325953 0.95086356 0.15105789 0.4323348
 0.94361592 0.41972732 0.63852595 0.3975944  0.2742152  0.98397765
 0.40933401 0.8940992  0.22995461 0.2131047  0.03113408 0.65166683
 0.36852634 0.86435825 0.47320991 0.96819343 0.18552552 0.86862317
 0.77659685 0.77092184 0.84478323]"
plot_43.png,bar,[ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22],[7 3 5 8 3 4 9 7 1 4 4 9 6 9 6 6 5 5 2 8 8 1 8]
plot_44.png,stairs,[0 1 2 3 4 5],[0.4645986  0.68045663 0.39554508 0.97469985 0.72188763]
plot_45.png,scatter,"[ 0.          0.55670103  1.11340206  1.67010309  2.22680412  2.78350515
  3.34020619  3.89690722  4.45360825  5.01030928  5.56701031  6.12371134
  6.68041237  7.2371134   7.79381443  8.35051546  8.90721649  9.46391753
 10.02061856 10.57731959 11.13402062 11.69072165 12.24742268 12.80412371
 13.36082474 13.91752577 14.4742268  15.03092784 15.58762887 16.1443299
 16.70103093 17.25773196 17.81443299 18.37113402 18.92783505 19.48453608
 20.04123711 20.59793814 21.15463918 21.71134021 22.26804124 22.82474227
 23.3814433  23.93814433 24.49484536 25.05154639 25.60824742 26.16494845
 26.72164948 27.27835052 27.83505155 28.39175258 28.94845361 29.50515464
 30.06185567 30.6185567  31.17525773 31.73195876 32.28865979 32.84536082
 33.40206186 33.95876289 34.51546392 35.07216495 35.62886598 36.18556701
 36.74226804 37.29896907 37.8556701  38.41237113 38.96907216 39.5257732
 40.08247423 40.63917526 41.19587629 41.75257732 42.30927835 42.86597938
 43.42268041 43.97938144 44.53608247 45.09278351 45.64948454 46.20618557
 46.7628866  47.31958763 47.87628866 48.43298969 48.98969072 49.54639175
 50.10309278 50.65979381 51.21649485 51.77319588 52.32989691 52.88659794
 53.44329897 54.        ]","[0.8601224  0.77985099 0.03961883 0.48050695 0.10493018 0.24204502
 0.98666259 0.14249554 0.49888815 0.61815573 0.70246497 0.55964868
 0.00977085 0.32646131 0.51771164 0.0878665  0.35062693 0.03320311
 0.0785785  0.39692328 0.13271575 0.56754085 0.68946497 0.8005867
 0.20015024 0.16748258 0.10456784 0.63643025 0.70647573 0.03158614
 0.93621225 0.05197128 0.54129634 0.70906052 0.87096912 0.71408693
 0.80172808 0.33945019 0.81482511 0.08011485 0.89481666 0.54759238
 0.81729777 0.45231828 0.6435777  0.52640266 0.73158952 0.08162998
 0.06035208 0.24710323 0.15954468 0.87178357 0.21921399 0.97586526
 0.33689579 0.18211792 0.78969851 0.65870778 0.49819572 0.55536355
 0.71920178 0.22845474 0.99633392 0.97479316 0.65032569 0.19954245
 0.68022824 0.07219841 0.0306525  0.25768289 0.46262296 0.86827251
 0.72716907 0.74270652 0.42549333 0.34593499 0.37103876 0.98764956
 0.04010919 0.8670315  0.57867541 0.43861542 0.72525766 0.48666894
 0.87342324 0.90070186 0.42172093 0.2768278  0.59235033 0.91236335
 0.21066219 0.62296658 0.63156022 0.73311302 0.13156769 0.71582496
 0.90903252 0.17968311]"
plot_46.png,plot,"[ 0.          1.04545455  2.09090909  3.13636364  4.18181818  5.22727273
  6.27272727  7.31818182  8.36363636  9.40909091 10.45454545 11.5
 12.54545455 13.59090909 14.63636364 15.68181818 16.72727273 17.77272727
 18.81818182 19.86363636 20.90909091 21.95454545 23.        ]","[ 0.          0.85986058  0.8779674   0.03659495 -0.84060184 -0.89489807
 -0.07314087  0.82021701  0.9106299   0.10958881 -0.79873338 -0.92514181
 -0.14588994  0.77617974  0.93841437  0.18199564 -0.7525863  -0.95042979
 -0.21785752  0.72798466  0.96117198  0.25342755 -0.70240779]"
plot_47.png,bar,[0 1 2 3 4 5 6 7],[5 6 9 6 8 7 9 4]
plot_48.png,bar,[0 1 2 3 4],[7 6 1 9 9]
